ato1,ato2,ato3,ato4
196.983116517182,31.0252067897946,154.299048604063,111.275506468662
155.78814194412,30.9185720824664,153.491634139587,102.696381188508
138.327802377539,24.0005398764483,122.585835664491,83.7122206333604
137.212127354351,19.1209062412186,131.322230947663,68.6838989641529
121.143106538959,13.3169962468375,113.000425415712,51.3823321638454
117.279310682663,8.3296461187949,107.732685187706,36.5244594773408
125.092907948278,4.89776725259392,111.319985786809,32.3151517211195
128.870440164468,14.2192804495594,111.760831962379,47.6950115122629
147.833939773136,22.2437339951499,118.555408751011,71.060681209476
158.665794766876,33.0038611970864,142.227765530757,91.925768468538
184.970977627094,43.1249380136636,143.596899166981,94.5577750199169
220.520867178336,34.7783564126841,141.972348602574,95.2418024824029
211.160122026567,35.7155518045162,142.880673080036,99.2228592494121
186.515365425728,26.0031421249428,155.603192503567,92.6071734422414
169.276645149643,26.2853727200055,144.837291715635,80.8580940547443
140.924984271991,16.0751617740642,133.491467994242,58.2975226507148
126.047834900371,14.2946011347124,120.649858616165,49.5086336969788
120.868686083635,8.66305697616738,104.542334002586,39.5884456242574
122.471859332978,5.71195932224707,110.956232624904,34.4828978956067
131.052973352716,8.95591434888006,111.760421185888,48.2511665816967
151.196175127702,28.2693132851322,119.377478676098,69.7917380261836
161.267546413022,30.9485848884581,125.295073341231,93.7155192617999
204.298141232304,41.8537807286288,136.987948434254,87.8532066630203
187.953204194094,39.7642425698584,154.459775096079,113.620163884298
198.853131605679,34.9596379953913,147.203547287275,109.903591253879
181.571013625233,22.4193794280315,154.473686495523,84.7993605254914
163.271688352462,21.0507132790774,133.055951825941,70.8020220995409
137.77834785729,17.0395862363765,120.038918847589,67.7799405205533
113.119047993597,10.4498197684144,114.275564954529,58.854081284619
108.962063019348,8.45268185104535,108.383629581966,36.9727476772469
122.213496349311,3.68223957350584,116.216302338413,34.9446788038746
127.010782984534,11.7079321192157,125.024065024859,51.2673522670239
150.640556295287,30.1649225599533,125.987039087991,78.596874109923
171.544290033325,34.2162794733215,130.296246769071,93.1546355009749
188.569855696466,42.7426959252665,152.307788300565,103.001382349298
193.781647242875,38.0972905883369,138.910373475253,90.1877711782454
192.426444572993,29.3793252813301,164.316151496614,97.9707322380797
187.276354230871,24.4747215545213,149.846442001998,93.3974591260356
174.302425951624,17.9579804642526,133.509571998736,90.0219942023039
129.997403493142,15.0673315799947,123.490422372084,64.6018055372744
113.443840162002,11.7417021432239,115.234346261367,56.8261212324974
112.321125809843,6.99352170441933,112.621602717537,32.7614491009602
128.598650489981,5.07543488077354,110.027794346304,32.9666134263621
133.021477681271,15.0924340439312,119.560755385295,45.9259472014956
147.419389808312,27.4957819878418,124.096523202756,69.4995395559926
173.96128898205,34.2807346647878,132.060391893568,95.670699954355
180.260387425095,46.2565442190891,142.831380007786,123.503152435828
193.813050787992,42.3656011384538,167.969090536273,110.121177379066
195.059988537592,29.3705395506615,143.004119735552,112.669493927666
183.916453194844,26.6481689349036,141.719235413182,108.011900888668
166.76429641499,23.9420814311859,146.943304296426,89.2942379265879
143.408983468686,18.05589724277,119.539752598174,55.3164565714421
127.38382061145,17.8939244015406,120.902124938522,58.5757717244143
116.494496747918,6.45335407652129,111.748566404519,38.9235477732172
128.653539363426,1.54458494370156,117.16372054776,40.0928552025018
136.657020449174,9.80480975540187,126.71533234351,47.7210538823761
140.3853425391,36.3053589881723,113.912920955366,78.8402575791524
171.912662802532,42.179387030733,128.756316638086,78.8328521120616
192.861860963449,41.4033923970358,138.620104562091,100.870234985159
177.009159063465,44.2203964068129,154.289959333691,119.330848528448
191.760877592872,28.4882487029528,146.001719395402,120.262343731694
165.177226635024,26.5430366272841,132.363966610028,102.987371885658
180.61796269537,23.1027254855932,134.641439830957,101.80828356305
144.738150936959,14.4833872833869,131.652845342616,75.9213801802742
125.12848947033,9.51039269584922,109.239762128039,39.1376865659163
115.294171164526,6.65645881281424,113.509398414632,50.0478836118132
124.026892673093,4.25246309730616,115.624988747813,40.4524263370815
131.824459984309,14.62808811845,120.656035194093,55.4715130013027
147.993582057277,34.0982064167487,124.337915564996,79.0687605044772
183.017284798088,41.88662588854,138.786636055354,105.430371177601
197.89798911864,36.8473469801466,145.995116485785,100.766602265627
193.367669647026,40.0021338320611,158.493908969107,107.926873470515
175.159647778573,33.6705036786855,165.071188807383,116.933240879385
204.465294381418,20.741760169502,158.153543844397,89.2893203515633
