TPM1_W1,TPM1_W2,TPM1_W3
1.93827678937186,1.91868824381823,1.79178586186987
1.82110181015586,1.8241141956396,1.65543360775524
1.95668193619998,1.98761879966478,1.84742805254526
1.86163848976817,1.91946772612834,1.88027419065845
1.74866823494078,1.79108909578808,1.72191583467799
1.81455848913902,1.83271432459312,1.71687171269793
1.84474971479732,1.85482649136298,1.7250792077155
1.64287255800218,1.65799384246135,1.52862604844673
1.35932066321024,1.37852481043604,1.17075926108624
1.07966035831159,1.16647910347955,1.05227720987684
0.770544770915704,0.893373880947571,0.880229479823498
0.390984853187816,0.414370731808862,0.169323261593987
0.276628632502276,0.24541770799417,-0.0862811497222242
0.476448040913164,0.459188819207544,0.263135373043158
0.522677775932559,0.508515655792087,0.392635821870327
0.419370008252228,0.425075266201588,0.38885870465702
0.0734200125279437,0.121643348174266,0.239906146264505
-0.348582019093827,-0.249839283135493,0.024801250511109
-0.623385727738791,-0.514166518276732,-0.21990708234195
-0.694778002159616,-0.589530659972302,-0.321206527551204
-0.600924762528623,-0.485064906339436,-0.141001799711113
-0.637147752617091,-0.501765832637784,-0.0526851989151127
-0.853989068104935,-0.737782759128924,-0.274677923800893
-1.05073086547846,-0.953821129886997,-0.558388434905369
-1.18371464566109,-1.05682975341671,-0.692795867401678
-1.26737312639235,-1.11752529417874,-0.779848398711756
-1.26045973681052,-1.09835506094664,-0.816635791807243
-1.08636914537696,-0.928801411478967,-0.633596314017532
-1.00986293209169,-0.860960680322649,-0.533188975367143
-1.12590158036093,-0.972195367591491,-0.607004470692679
-1.15119673450002,-0.994787566298735,-0.556789440204747
-1.04264111727261,-0.87750031827493,-0.32237669786025
-1.00125259220914,-0.839860982237806,-0.284020728400236
-0.887820390080222,-0.807886286075765,-0.467082657668971
-0.415398117402947,-0.444000093935436,-0.330006141158472
-0.0404944064905572,-0.108300843367744,-0.0921841544707949
0.0332421291854995,-0.0519115360611394,-0.0416297408685387
0.0386779615704442,-0.0722048331624143,-0.0288963221135204
-0.136112662551692,-0.279688267608248,-0.258943534169759
-0.387182271169872,-0.543608528287196,-0.643115233283269
-0.41111201881475,-0.56837791550732,-0.829380192895044
-0.137950025547392,-0.309690191023127,-0.707503612222991
0.0608890084585555,-0.0965798639044353,-0.556547560642671
0.195786655923057,0.0200618321663652,-0.544179003054038
0.436167754589765,0.243454507782062,-0.344103698067761
0.544527587597385,0.411140435994742,-0.03289074344961
0.568928989868581,0.574940691404655,0.403973473397312
0.653304084704327,0.761914494965917,0.858362866588232
0.812469125496185,0.958265133176058,1.1957919267359
0.927719348624579,1.13570885225675,1.55058582338962
1.08365818531552,1.31473092916803,1.83606004916054
1.15210500891059,1.37265246423513,1.93556012260404
1.02490563141206,1.25804325530831,1.92561027870758
0.85640060684573,1.10797657494589,1.84665454452403
0.783665699039098,1.02422944371071,1.77414642066562
0.71920533992856,0.958499548280129,1.75885940473077
0.562570544955706,0.798913699970798,1.63461410700875
0.610835590406166,0.788576668198938,1.55414666417482
0.468697727152659,0.568071714013582,1.17722715770322
0.0842700723829049,0.143557935416849,0.624131360398258
-0.30080026187358,-0.28324448337129,0.0675228262937307
-0.708441726446113,-0.79221562503519,-0.704106168363845
-0.883771759984177,-1.02790173666548,-1.08190469282987
-0.857975771521853,-1.00292999727037,-1.04681051452567
-0.847873370577844,-0.99943336014779,-1.05488489969008
-0.849613488831186,-1.01476490915878,-1.0857788963843
-0.806305392592328,-0.981329588928497,-1.05269249663276
-0.759480072700836,-0.937404100827938,-1.07823261219015
-0.628239115785646,-0.832187564609759,-1.08810393369998
-0.872031366037306,-1.05456926947132,-1.27863217499511
-1.04926010075119,-1.19462768304417,-1.3309210248239
-0.866989676566319,-1.05202867466271,-1.24892925062723
-0.689510021848108,-0.909104962064304,-1.20778660183882
-0.349002292683319,-0.541840129984749,-0.772016412289515
-0.253249125119698,-0.387565682230749,-0.505756135167494
-0.277798776659179,-0.368455858743348,-0.435940277033486
-0.192231561583371,-0.275830152339233,-0.344243681022326
-0.141150586421998,-0.240459057790144,-0.346862449085696
-0.166113294344659,-0.268251113696362,-0.38834570700366
-0.243612511575141,-0.345745528691814,-0.452501724010035
-0.507037253183271,-0.573696976551446,-0.60058151017085
-0.699800703739568,-0.709783591636517,-0.675764370512916
-0.895857615447482,-0.872036207725271,-0.847061675229404
-1.13039997050464,-1.05501804610083,-0.959057548105833
-1.27780220958546,-1.16480487048095,-1.00972457629141
-1.49574720220584,-1.38360564808114,-1.26653708561775
-1.58682254121644,-1.4902549275433,-1.39960051991218
-1.70665954187786,-1.62376591004276,-1.56363428136998
-1.82661624488716,-1.74716737558925,-1.68885666913587
-1.89538804346414,-1.81007314047323,-1.73176951566193
-1.9817521788573,-1.89984330960984,-1.83667583430241
-2.05444248525274,-1.97936847128725,-1.91423268139893
-1.99854902015267,-1.92665043252459,-1.87482934020462
-1.81746005109701,-1.76604527858596,-1.73016794307154
-1.61631322768534,-1.56942606800419,-1.52755710810806
-1.40831950720825,-1.38457411771644,-1.42065432390028
-1.35843017976426,-1.38653524650128,-1.56687146299923
-1.27977487774654,-1.35295771411279,-1.64025484852753
-0.981387180761489,-1.08550316227377,-1.37631942124416
-0.631335931482923,-0.743362239758832,-1.03045657459689
-0.250965259604273,-0.365083706537509,-0.689650467519582
0.0288593072462068,-0.0830979813873524,-0.400126329566119
0.158669069889246,0.0521016696928024,-0.218095069177754
0.277145265328605,0.177477325273152,-0.10502392574931
0.559006764421981,0.450734338240102,0.109013507895333
1.11400454946068,0.982312975963179,0.555289018744877
1.55329602419995,1.40086351231213,0.88502445004947
1.80090263829212,1.6759744774984,1.28771058494254
2.01407721163569,1.93446030522443,1.7574801073418
2.08453614257207,2.06703871576626,1.99403046612628
2.06220232321728,2.09929255789155,2.05679779384716
1.99214794597761,2.03469302571127,1.96453868813604
1.92492129259631,1.94902806322452,1.81671492575039
