TPM2_W1,TPM2_W2,TPM2_W3
-0.0248039671612705,0.264345438323455,0.61289439117873
0.205978156891798,0.432853124667481,0.737646498174997
0.456167560907245,0.49496467340714,0.585858147809725
0.925270516337113,0.833683345891847,0.805398966616211
1.31808259277927,1.13942870657328,1.06361957242225
1.33930242795544,1.13092624712972,1.0265998043019
1.47170236381811,1.27696252078864,1.21622977107489
1.60708980612461,1.40380642401055,1.35470402258802
1.46827845568676,1.28585167567938,1.21360779720936
1.39871355289851,1.24578597560563,1.14357539618533
1.77277031416207,1.67525385025841,1.60544278508039
1.85865078887271,1.73525648036222,1.65263423437255
1.45721135031062,1.22240366401363,1.01318708197186
1.21436378361967,0.999482927583217,0.828227545058619
1.24411087871431,1.14459571042879,1.09970554306649
1.20877958518596,1.17314154274738,1.16995618468215
0.716787319932641,0.706818461441269,0.720529009868421
0.173095335613489,0.165157195310558,0.207391555662403
-0.261052874070284,-0.264839353154344,-0.244296336711568
-0.325170478077921,-0.295631047569534,-0.273085440753202
-0.233270120588898,-0.220046544293074,-0.191082241187182
-0.0955893500328389,-0.104827380516941,-0.0997227706755239
-0.184936821256421,-0.237840246028477,-0.255564316564695
-0.25351550691589,-0.196842773344524,-0.153527262910461
-0.613902360867867,-0.36610384118482,-0.214589702762714
-1.00525388685527,-0.736894264435467,-0.588870610544254
-1.03031953962588,-0.812754553696521,-0.737923338161337
-1.29342359646249,-1.10313992533967,-1.04187524827807
-1.1566327030806,-0.928030696105372,-0.813922995904495
-1.02356444421102,-0.74062334041439,-0.575712230107973
-1.23693200225694,-0.93500002058489,-0.748160374953279
-1.67562665508761,-1.3900636574708,-1.26751263980913
-1.80707548125659,-1.54553036704635,-1.49226947015884
-1.88147017981697,-1.64008218094299,-1.60261481590846
-1.93616977352861,-1.65377607000912,-1.5500130508621
-1.93334819903484,-1.73710300058303,-1.5919975444954
-1.41756013224759,-1.49655017872112,-1.4496222327661
-0.80307592213209,-0.976243935618735,-0.947768877248249
-1.17912780127006,-1.31917868036467,-1.21147629765192
-1.33735203434627,-1.47342209244705,-1.33709791231362
-1.20779850974646,-1.3314024207775,-1.17668931461165
-1.20441304042789,-1.3814060362753,-1.26730022391819
-0.832434093250369,-1.05691404734572,-0.971281542579437
-0.324902304544554,-0.537944800091741,-0.391837099506736
